x-axis,1,2
second,Volt,Volt
-126.2000E-06,,
-126.0900E-06,+375.7447917E-03,-80.4020092E-03
-125.9800E-06,+407.3312953E-03,-132.0890151E-03
-125.8700E-06,+414.5100461E-03,-80.4020092E-03
-125.7600E-06,+438.9177989E-03,-17.2290020E-03
-125.6500E-06,+447.5322999E-03,+0.0E+00
-125.5400E-06,+454.7110507E-03,+0.0E+00
-125.4300E-06,+464.7613019E-03,-80.4020092E-03
-125.3200E-06,+494.9120553E-03,-80.4020092E-03
-125.2100E-06,+502.0908061E-03,-80.4020092E-03
-125.1000E-06,+515.0125576E-03,-97.6310112E-03
-124.9900E-06,+535.1130599E-03,-80.4020092E-03
-124.8800E-06,+555.2135622E-03,-80.4020092E-03
-124.7700E-06,+556.6493124E-03,-160.8040184E-03
-124.6600E-06,+575.3140645E-03,-40.2010046E-03
-124.5500E-06,+595.4145668E-03,-80.4020092E-03
-124.4400E-06,+595.4145668E-03,-51.6870059E-03
-124.3300E-06,+615.5150691E-03,-80.4020092E-03
-124.2200E-06,+635.6155714E-03,-143.5750164E-03
-124.1100E-06,+635.6155714E-03,-80.4020092E-03
-124.0000E-06,+655.7160737E-03,-80.4020092E-03
-123.8900E-06,+675.8165760E-03,-80.4020092E-03
-123.7800E-06,+675.8165760E-03,-80.4020092E-03
-123.6700E-06,+695.9170783E-03,-80.4020092E-03
-123.5600E-06,+711.7103301E-03,+0.0E+00
-123.4500E-06,+716.0175806E-03,-143.5750164E-03
-123.3400E-06,+716.0175806E-03,-160.8040184E-03
-123.2300E-06,+736.1180829E-03,-80.4020092E-03
-123.1200E-06,+746.1683340E-03,-80.4020092E-03
-123.0100E-06,+756.2185852E-03,-155.0610177E-03
-122.9000E-06,+756.2185852E-03,-80.4020092E-03
-122.7900E-06,+776.3190875E-03,-80.4020092E-03
-122.6800E-06,+776.3190875E-03,-17.2290020E-03
-122.5700E-06,+796.4195898E-03,-80.4020092E-03
-122.4600E-06,+816.5200921E-03,-80.4020092E-03
-122.3500E-06,+806.4698409E-03,-80.4020092E-03
-122.2400E-06,+816.5200921E-03,-155.0610177E-03
-122.1300E-06,+816.5200921E-03,-28.7150033E-03
-122.0200E-06,+836.6205944E-03,+0.0E+00
-121.9100E-06,+856.7210967E-03,-143.5750164E-03
-121.8000E-06,+856.7210967E-03,-80.4020092E-03
-121.6900E-06,+875.3858488E-03,-80.4020092E-03
-121.5800E-06,+866.7713478E-03,-40.2010046E-03
-121.4700E-06,+876.8215990E-03,-80.4020092E-03
