x-axis,1,2
second,Volt,Volt
-246.0000E-06,-642.7072810E-03,+2.5115389330E+00
-245.7500E-06,-600.8603155E-03,+2.5353956750E+00
-245.5000E-06,-561.9407471E-03,+2.5554963642E+00
-245.2500E-06,-513.6490101E-03,+2.5982979583E+00
-245.0000E-06,-489.3527735E-03,+2.6180592114E+00
-244.7500E-06,-436.6387580E-03,+2.6399943749E+00
-244.5000E-06,-416.8528507E-03,+2.6617656250E+00
-244.2500E-06,-374.3028167E-03,+2.6960614293E+00
-244.0000E-06,-326.9031982E-03,+2.7235362252E+00
-243.7500E-06,-303.2339988E-03,+2.7507854901E+00
-243.5000E-06,-256.4496209E-03,+2.7740029883E+00
-243.2500E-06,-215.4945387E-03,+2.7822679532E+00
-243.0000E-06,-174.4895087E-03,+2.8107737769E+00
-242.7500E-06,-134.8673664E-03,+2.8278461181E+00
-242.5000E-06,-96.3879680E-03,+2.8478955872E+00
-242.2500E-06,-60.0178052E-03,+2.8788888128E+00
-242.0000E-06,-27.9706945E-03,+2.8982747939E+00
-241.7500E-06,+22.1325148E-03,+2.9177826656E+00
-241.5000E-06,+54.0545208E-03,+2.9393019877E+00
-241.2500E-06,+102.4825380E-03,+2.9553097388E+00
-241.0000E-06,+143.7139613E-03,+2.9728740310E+00
-240.7500E-06,+177.7850125E-03,+2.9995429925E+00
-240.5000E-06,+216.7041587E-03,+3.0257842800E+00
-240.2500E-06,+256.8196089E-03,+3.0332097214E+00
-240.0000E-06,+279.6824674E-03,+3.0547435114E+00
-239.7500E-06,+327.9591757E-03,+3.0820056944E+00
-239.5000E-06,+372.1055906E-03,+3.0920916245E+00
-239.2500E-06,+415.6370060E-03,+3.1145150305E+00
-239.0000E-06,+455.8119392E-03,+3.1233476280E+00
-238.7500E-06,+491.6160735E-03,+3.1282962881E+00
-238.5000E-06,+521.1659818E-03,+3.1692809452E+00
-238.2500E-06,+564.5927317E-03,+3.1685360350E+00
-238.0000E-06,+601.1299255E-03,+3.1786479641E+00
-237.7500E-06,+636.2411657E-03,+3.1955728619E+00
-237.5000E-06,+690.1736368E-03,+3.1948830733E+00
-237.2500E-06,+727.8112625E-03,+3.2326598675E+00
-237.0000E-06,+754.4315425E-03,+3.2406837964E+00
-236.7500E-06,+796.9189939E-03,+3.2437612299E+00
-236.5000E-06,+848.4511492E-03,+3.2646784285E+00
-236.2500E-06,+879.9965204E-03,+3.2671812088E+00
-236.0000E-06,+921.2261890E-03,+3.2765661388E+00
-235.7500E-06,+960.1988650E-03,+3.2797040202E+00
